Cancer	TissueType	SampleID	Gene_A	Gene_B	A_chr	A_arm	A_strand	B_chr	B_arm	B_strand	GeneID_A	GeneID_B	Discordant_n	JSR_n	perfectJSR_n	Junc_n	Position_Consist	Junction	Junction_A	Junction_B	Most_JSR	frame_detail	tx_type	frame	TAF_info	Fusion_A_TAF	Fusion_B_TAF	artifact.A	artifact.B	FusionPair	Freq_FP	ABS_distance	fus.category	FusionType	gene1_left	gene1_right	gene2_left	gene2_right	any_near_peak02	Gene_A_redundancy	Gene_B_redunduncy	tier
KIRC	11	TCGA-CZ-5989-11A-01R-1672-07	ATP1A1	CLCN3	1	1p	1	4	4q	1	476	1182	2	7	7	1	YES	ATP1A1:1:116947394_CLCN3:4:170623929,7	116947394	170623929	7	NA	NA	NA	ATP1A1,0.6364_CLCN3,0.0321	0.6364	0.0321	no	no	ATP1A1__CLCN3	1	53676535	InterChr	InterChr	0.0014	0.0014	1e-04	1e-04	0	1	1	tier3
LUAD	11	TCGA-38-4632-11A-01R-1755-07	NELF	WDR85	9	9q	-1	9	9q	-1	26012	92715	2	1	1	1	YES	NELF:9:140350863_WDR85:9:140450100,1	140350863	140450100	1	ENST00000339554:1-101_ENST00000277540:950-1359|ENST00000371472:1-704_ENST00000277540:950-1359|ENST00000265663:1-704_ENST00000277540:950-1359|ENST00000371473:1-704_ENST00000277540:950-1359|ENST00000371474:1-704_ENST00000277540:950-1359|ENST00000371475:1-704_ENST00000277540:950-1359|ENST00000392812:1-704_ENST00000277540:950-1359|ENST00000437259:1-704_ENST00000277540:950-1359	primary-alternate	Out-of-frame	NELF,0.0278_WDR85,0.0556	0.0278	0.0556	no	no	NELF__WDR85	1	99237	Short	Short	-0.0015	-0.0015	-0.0015	-0.0015	0	1	1	tier3
LUAD	11	TCGA-44-2655-11A-01R-1758-07	CD74	ANKS1A	5	5q	-1	6	6p	1	972	23294	2	6	2	1	YES	CD74:5:149781200_ANKS1A:6:34977682,6	149781200	34977682	6	NA	NA	NA	CD74,1.0000_ANKS1A,0.1765	1	0.1765	no	no	CD74__ANKS1A	1	114803518	InterChr	InterChr	0.0015	0.0015	0.0033	0.0033	0	1	1	tier3
LUAD	11	TCGA-44-2657-11A-01R-1758-07	TPT1	RABEP1	13	13q	-1	17	17p	1	7178	9135	2	7	4	2	PARTIALLY	TPT1:13:45911008_RABEP1:17:5283828,4|TPT1:13:45911313_RABEP1:17:5283828,3	45911008	5283828	4	NA	NA	NA	TPT1,1.0000_RABEP1,0.1111|TPT1,1.0000_RABEP1,0.0857	1	0.1111	no	no	TPT1__RABEP1	1	40627180	InterChr	InterChr	-0.0013	-0.0013	-0.0038	-0.0038	0	1	1	tier4
LUAD	11	TCGA-44-2661-11A-01R-1758-07	GNB2L1	SUPT16H	5	5q	-1	14	14q	-1	10399	11198	2	5	2	2	YES	GNB2L1:5:180663929_SUPT16H:14:21829491,3|GNB2L1:5:180663937_SUPT16H:14:21829491,2	180663929	21829491	3	NA	NA	NA	GNB2L1,1.0000_SUPT16H,0.0306|GNB2L1,1.0000_SUPT16H,0.0206	1	0.0306	no	no	GNB2L1__SUPT16H	1	158834438	InterChr	InterChr	NA	NA	-0.0033	-0.0033	NA	1	1	tier3
LUAD	11	TCGA-44-2661-11A-01R-1758-07	S100A6	DDX21	1	1q	-1	10	10q	1	6277	9188	2	69	54	1	YES	S100A6:1:153507075_DDX21:10:70723858,69	153507075	70723858	69	NA	NA	NA	S100A6,0.9857_DDX21,0.5897	0.9857	0.5897	no	no	S100A6__DDX21	1	82783217	InterChr	InterChr	4e-04	4e-04	-0.0028	-0.0028	0	1	1	tier3
LUAD	11	TCGA-44-2661-11A-01R-1758-07	CAST	ZNFX1	5	5q	1	20	20q	-1	831	57169	2	1	1	1	PARTIALLY	CAST:5:96108937_ZNFX1:20:47863418,1	96108937	47863418	1	ENST00000338252:NA_ENST00000537431:148-186	alternate-alternate	3UTR-CDS	CAST,0.0769_ZNFX1,0.0161	0.0769	0.0161	no	no	CAST__ZNFX1	1	48245519	InterChr	InterChr	0.0128	0.0128	-7e-04	-7e-04	0	1	1	tier4
LUAD	11	TCGA-44-2665-11A-01R-1758-07	A2M	ELK3	12	12p	-1	12	12q	1	2	2004	2	6	1	2	YES	A2M:12:9220308_ELK3:12:96588323,5|A2M:12:9220260_ELK3:12:96588323,1	9220308	96588323	5	ENST00000318602:NA_ENST00000552142:NA	primary-alternate	3UTR-5UTR	A2M,1.0000_ELK3,1.0000|A2M,1.0000_ELK3,1.0000	1	1	no	no	A2M__ELK3	1	87368015	Long	Long	0.0012	0.0012	0	0	0	1	1	tier3
LUAD	11	TCGA-44-2668-11A-01R-1758-07	PLXNB2	SFTPB	22	22q	-1	2	2p	-1	23654	6439	2	1	1	1	YES	PLXNB2:22:50716104_SFTPB:2:85895295,1	50716104	85895295	1	NA	NA	NA	PLXNB2,0.0323_SFTPB,1.0000	0.0323	1	no	no	PLXNB2__SFTPB	1	35179191	InterChr	InterChr	NA	NA	-0.0023	-0.0023	NA	1	1	tier3
LUAD	11	TCGA-44-3396-11A-01R-1758-07	CD74	CCT5	5	5q	-1	5	5p	1	972	22948	2	11	7	1	YES	CD74:5:149781200_CCT5:5:10250033,11	149781200	10250033	11	ENST00000377795:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	CD74,1.0000_CCT5,1.0000	1	1	no	no	CD74__CCT5	2	139531167	Long	Long	4e-04	4e-04	4e-04	4e-04	0	1	1	tier3
LUAD	11	TCGA-44-6146-11A-01R-1858-07	MYH9	STAT6	22	22q	-1	12	12q	-1	4627	6778	2	9	8	1	PARTIALLY	MYH9:22:36677327_STAT6:12:57496773,9	36677327	57496773	9	NA	NA	NA	MYH9,1.0000_STAT6,0.0421	1	0.0421	no	no	MYH9__STAT6	1	20819446	InterChr	InterChr	-0.0011	-0.0011	0.001	0.001	0	1	1	tier4
LUAD	11	TCGA-44-6147-11A-01R-1858-07	MYADM	FOXP1	19	19q	1	3	3p	-1	91663	27086	2	7	5	3	YES	MYADM:19:54379691_FOXP1:3:71007472,4|MYADM:19:54379689_FOXP1:3:71007472,2|MYADM:19:54379682_FOXP1:3:71007472,1	54379691	71007472	4	NA	NA	NA	MYADM,1.0000_FOXP1,0.3333|MYADM,1.0000_FOXP1,0.2000|MYADM,1.0000_FOXP1,0.1111	1	0.3333	no	no	MYADM__FOXP1	1	16627781	InterChr	InterChr	0.0028	0.0028	-6e-04	-6e-04	0	1	1	tier3
LUAD	11	TCGA-44-6147-11A-01R-1858-07	ATP1A1	IL1R2	1	1p	1	2	2q	1	476	7850	2	3	3	1	YES	ATP1A1:1:116947394_IL1R2:2:102638649,3	116947394	102638649	3	ENST00000369496:NA_ENST00000332549:689-1197|ENST00000369496:NA_ENST00000393414:689-1197|ENST00000369496:NA_ENST00000441002:689-891|ENST00000537345:NA_ENST00000332549:689-1197|ENST00000537345:NA_ENST00000393414:689-1197|ENST00000537345:NA_ENST00000441002:689-891	alternate-primary	3UTR-CDS	ATP1A1,0.6000_IL1R2,0.0197	0.6	0.0197	no	no	ATP1A1__IL1R2	1	14308745	InterChr	InterChr	0.0061	0.0061	-3e-04	-3e-04	0	1	1	tier3
LUAD	11	TCGA-44-6147-11A-01R-1858-07	CD74	PLEKHB2	5	5q	-1	2	2q	1	972	55041	2	17	1	1	YES	CD74:5:149781200_PLEKHB2:2:131876464,17	149781200	131876464	17	ENST00000377795:NA_ENST00000409279:NA	alternate-alternate	3UTR-5UTR	CD74,1.0000_PLEKHB2,0.0829	1	0.0829	no	no	CD74__PLEKHB2	1	17904736	InterChr	InterChr	9e-04	9e-04	-3e-04	-3e-04	0	1	1	tier3
LUAD	11	TCGA-44-6777-11A-01R-1858-07	GPX3	CCT5	5	5q	1	5	5p	1	NA	22948	2	43	31	2	YES	GPX3:5:150408548_CCT5:5:10250033,22|GPX3:5:150408554_CCT5:5:10250033,21	150408548	10250033	22	ENST00000458211:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	GPX3,1.0000_CCT5,1.0000|GPX3,1.0000_CCT5,1.0000	1	1	no	no	GPX3__CCT5	2	140158515	Long	Long	0.0273	0.0273	0.0273	0.0273	0	1	1	tier3
LUAD	11	TCGA-49-4490-11A-01R-1858-07	SCYL1	AP000769.1	11	11q	1	11	11q	1	57410	NA	3	3	3	1	YES	SCYL1:11:65299154_AP000769.1:11:65233556,3	65299154	65233556	3	NA	NA	NA	SCYL1,0.0448_AP000769.1,1.0000	0.0448	1	no	no	SCYL1__AP000769.1	1	65598	Short	Short	0.0028	0.0028	0.0028	0.0028	0	1	1	tier1
LUAD	11	TCGA-49-6744-11A-01R-1858-07	TIMP3	ERBB3	22	22q	1	12	12q	1	7078	2065	2	15	10	1	PARTIALLY	TIMP3:22:33259030_ERBB3:12:56492035,15	33259030	56492035	15	ENST00000266085:NA_ENST00000549832:NA|ENST00000382049:NA_ENST00000549832:NA	primary-alternate	3UTR-5UTR	TIMP3,0.9375_ERBB3,0.1724	0.9375	0.1724	no	no	TIMP3__ERBB3	2	23233005	InterChr	InterChr	0.0032	0.0032	-0.0018	-0.0018	0	1	1	tier4
LUAD	11	TCGA-50-6595-11A-01R-1858-07	TMBIM6	ANKS1A	12	12q	1	6	6p	1	7009	23294	2	31	17	2	YES	TMBIM6:12:50158717_ANKS1A:6:34977682,29|TMBIM6:12:50158713_ANKS1A:6:34977682,2	50158717	34977682	29	NA	NA	NA	TMBIM6,1.0000_ANKS1A,0.5088|TMBIM6,1.0000_ANKS1A,0.0667	1	0.5088	no	no	TMBIM6__ANKS1A	1	15181035	InterChr	InterChr	5e-04	5e-04	0.002	0.002	0	1	2	tier4
LUAD	11	TCGA-50-6595-11A-01R-1858-07	EPAS1	ANKS1A	2	2p	1	6	6p	1	2034	23294	2	29	17	1	YES	EPAS1:2:46613836_ANKS1A:6:34977682,29	46613836	34977682	29	NA	NA	NA	EPAS1,1.0000_ANKS1A,0.5088	1	0.5088	no	no	EPAS1__ANKS1A	1	11636154	InterChr	InterChr	-7e-04	-7e-04	0.002	0.002	0	1	2	tier4
LUAD	11	TCGA-50-6595-11A-01R-1858-07	AHNAK	CLCN3	11	11q	-1	4	4q	1	79026	1182	2	80	61	2	YES	AHNAK:11:62283375_CLCN3:4:170623929,77|AHNAK:11:62201016_CLCN3:4:170623929,3	62283375	170623929	77	NA	NA	NA	AHNAK,0.5923_CLCN3,0.5310|AHNAK,1.0000_CLCN3,0.0423	0.5923	0.531	no	no	AHNAK__CLCN3	1	108340554	InterChr	InterChr	0.0014	0.0014	6e-04	6e-04	0	1	1	tier3
LUAD	11	TCGA-50-6595-11A-01R-1858-07	HBB	STAT6	11	11p	-1	12	12q	-1	3043	6778	2	243	182	1	YES	HBB:11:5246694_STAT6:12:57496773,243	5246694	57496773	243	NA	NA	NA	HBB,1.0000_STAT6,0.4023	1	0.4023	no	no	HBB__STAT6	1	52250079	InterChr	InterChr	0.0014	0.0014	5e-04	5e-04	0	1	2	tier4
LUAD	11	TCGA-50-6595-11A-01R-1858-07	GNB2L1	MYCBP2	5	5q	-1	13	13q	-1	10399	23077	2	1	1	1	YES	GNB2L1:5:180663934_MYCBP2:13:77862511,1	180663934	77862511	1	ENST00000511566:NA_ENST00000357337:265-13923|ENST00000511566:NA_ENST00000407578:379-14037|ENST00000511566:NA_ENST00000544440:265-13923	alternate-primary	3UTR-CDS	GNB2L1,1.0000_MYCBP2,0.1429	1	0.1429	no	no	GNB2L1__MYCBP2	1	102801423	InterChr	InterChr	NA	NA	9e-04	9e-04	NA	1	1	tier3
LUAD	11	TCGA-50-6595-11A-01R-1858-07	MAPKAPK5	ACAD10	12	12q	1	12	12q	1	8550	80724	8	7	3	1	YES	MAPKAPK5:12:112308984_ACAD10:12:112182447,7	112308984	112182447	7	ENST00000550735:1-579_ENST00000313698:1715-3180|ENST00000550735:1-579_ENST00000455480:1808-3273|ENST00000550735:1-579_ENST00000413681:1715-2673|ENST00000550735:1-579_ENST00000549590:1715-2133|ENST00000550735:1-579_ENST00000392636:521-1479|ENST00000551404:1-579_ENST00000313698:1715-3180|ENST00000551404:1-579_ENST00000455480:1808-3273|ENST00000551404:1-579_ENST00000413681:1715-2673|ENST00000551404:1-579_ENST00000549590:1715-2133|ENST00000551404:1-579_ENST00000392636:521-1479|ENST00000202788:1-579_ENST00000313698:1715-3180|ENST00000202788:1-579_ENST00000455480:1808-3273|ENST00000202788:1-579_ENST00000413681:1715-2673|ENST00000202788:1-579_ENST00000549590:1715-2133|ENST00000202788:1-579_ENST00000392636:521-1479|ENST00000428907:1-579_ENST00000313698:1715-3180|ENST00000428907:1-579_ENST00000455480:1808-3273|ENST00000428907:1-579_ENST00000413681:1715-2673|ENST00000428907:1-579_ENST00000549590:1715-2133|ENST00000428907:1-579_ENST00000392636:521-1479	primary-primary	Out-of-frame	MAPKAPK5,0.1111_ACAD10,0.1186	0.1111	0.1186	no	no	MAPKAPK5__ACAD10	1	126537	Short	Short	5e-04	5e-04	5e-04	5e-04	0	1	1	tier1
LUAD	11	TCGA-50-6595-11A-01R-1858-07	NUMA1	STAT6	11	11q	-1	12	12q	-1	4926	6778	2	4	4	1	YES	NUMA1:11:71713911_STAT6:12:57496773,4	71713911	57496773	4	NA	NA	NA	NUMA1,0.4000_STAT6,0.0110	0.4	0.011	no	no	NUMA1__STAT6	1	14217138	InterChr	InterChr	0.0014	0.0014	5e-04	5e-04	0	1	2	tier4
LUAD	11	TCGA-50-6595-11A-01R-1858-07	SRSF6	AP1G2	20	20q	1	14	14q	-1	6431	8906	2	1	1	1	YES	SRSF6:20:42092245_AP1G2:14:24037279,1	42092245	24037279	1	ENST00000244020:NA_ENST00000308724:NA	primary-alternate	3UTR-5UTR	SRSF6,1.0000_AP1G2,1.0000	1	1	no	no	SRSF6__AP1G2	1	18054966	InterChr	InterChr	9e-04	9e-04	6e-04	6e-04	0	1	1	tier3
LUAD	11	TCGA-55-6969-11A-01R-1949-07	TANC1	DAPL1	2	2q	1	2	2q	1	85461	92196	15	12	10	1	YES	TANC1:2:159922483_DAPL1:2:159660794,12	159922483	159660794	12	ENST00000263635:1-61_ENST00000309950:59-324|ENST00000263635:1-61_ENST00000409042:59-342|ENST00000454300:1-61_ENST00000309950:59-324|ENST00000454300:1-61_ENST00000409042:59-342	primary-primary	In-frame	TANC1,0.3529_DAPL1,0.5455	0.3529	0.5455	no	no	TANC1__DAPL1	1	261689	Short	Short	0.5738	0.5738	0.5738	0.5738	1	1	1	tier1
LUAD	11	TCGA-55-6970-11A-01R-1949-07	SFTPA1	ACVRL1	10	10q	1	12	12q	1	653509	94	2	28	27	1	YES	SFTPA1:10:81375196_ACVRL1:12:52306155,28	81375196	52306155	28	ENST00000398636:NA_ENST00000548659:NA|ENST00000398636:NA_ENST00000419526:NA|ENST00000428376:NA_ENST00000548659:NA|ENST00000428376:NA_ENST00000419526:NA	alternate-alternate	3UTR-5UTR	SFTPA1,1.0000_ACVRL1,0.5283	1	0.5283	no	no	SFTPA1__ACVRL1	1	29069041	InterChr	InterChr	0	0	-0.0017	-0.0017	0	1	1	tier3
LUAD	11	TCGA-55-6972-11A-01R-1949-07	RTN4	NDUFV1	2	2p	-1	11	11q	1	57142	4723	2	8	7	1	YES	RTN4:2:55199325_NDUFV1:11:67375697,8	55199325	67375697	8	NA	NA	NA	RTN4,1.0000_NDUFV1,0.0860	1	0.086	no	no	RTN4__NDUFV1	1	12176372	InterChr	InterChr	0.0027	0.0027	3e-04	3e-04	0	1	1	tier3
LUAD	11	TCGA-55-6975-11A-01R-1949-07	ZNF512	FTL	2	2p	1	19	19q	1	84450	2512	2	1	1	1	PARTIALLY	ZNF512:2:27844855_FTL:19:49468566,1	27844855	49468566	1	ENST00000416005:NA_ENST00000331825:NA	alternate-alternate	3UTR-5UTR	ZNF512,1.0000_FTL,1.0000	1	1	no	no	ZNF512__FTL	1	21623711	InterChr	InterChr	-7e-04	-7e-04	-0.003	-0.003	0	1	1	tier4
LUAD	11	TCGA-55-6975-11A-01R-1949-07	C3	FOXP1	19	19p	-1	3	3p	-1	718	27086	2	11	11	1	YES	C3:19:6677846_FOXP1:3:71007472,11	6677846	71007472	11	NA	NA	NA	C3,1.0000_FOXP1,0.7333	1	0.7333	no	no	C3__FOXP1	1	64329626	InterChr	InterChr	-0.003	-0.003	6e-04	6e-04	0	1	1	tier3
LUAD	11	TCGA-55-6978-11A-01R-1949-07	SGCB	CHD1	4	4q	-1	5	5q	-1	6443	1105	2	1	1	1	PARTIALLY	SGCB:4:52886872_CHD1:5:98219587,1	52886872	98219587	1	NA	NA	NA	SGCB,1.0000_CHD1,0.0667	1	0.0667	no	no	SGCB__CHD1	1	45332715	InterChr	InterChr	0.005	0.005	0.0055	0.0055	0	1	1	tier4
LUAD	11	TCGA-55-6978-11A-01R-1949-07	ITM2B	CCT5	13	13q	1	5	5p	1	9445	22948	2	1	1	1	YES	ITM2B:13:48835524_CCT5:5:10250033,1	48835524	10250033	1	ENST00000378549:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	ITM2B,0.1111_CCT5,1.0000	0.1111	1	no	no	ITM2B__CCT5	1	38585491	InterChr	InterChr	0.0012	0.0012	0.0055	0.0055	0	1	1	tier3
LUAD	11	TCGA-55-6980-11A-01R-1949-07	HNRNPA2B1	CDHR3	7	7p	-1	7	7q	1	3181	222256	2	9	8	3	PARTIALLY	HNRNPA2B1:7:26231467_CDHR3:7:105668108,7|HNRNPA2B1:7:26229547_CDHR3:7:105668108,1|HNRNPA2B1:7:26231464_CDHR3:7:105668108,1	26231467	105668108	7	ENST00000409814:NA_ENST00000542731:2259-2658	alternate-alternate	3UTR-CDS	HNRNPA2B1,0.1667_CDHR3,0.1750|HNRNPA2B1,1.0000_CDHR3,0.0294|HNRNPA2B1,0.0278_CDHR3,0.0294	0.1667	0.175	no	no	HNRNPA2B1__CDHR3	1	79436641	Long	Long	-6e-04	-6e-04	-6e-04	-6e-04	0	1	1	tier4
LUAD	11	TCGA-55-6982-11A-01R-1949-07	TIMP3	FAR1	22	22q	1	11	11p	1	7078	84188	2	5	3	1	PARTIALLY	TIMP3:22:33259030_FAR1:11:13744912,5	33259030	13744912	5	NA	NA	NA	TIMP3,1.0000_FAR1,0.0862	1	0.0862	no	no	TIMP3__FAR1	1	19514118	InterChr	InterChr	-0.0041	-0.0041	0.0014	0.0014	0	1	1	tier4
LUAD	11	TCGA-55-6982-11A-01R-1949-07	AHNAK	CCT5	11	11q	-1	5	5p	1	79026	22948	2	41	32	2	YES	AHNAK:11:62283375_CCT5:5:10250033,40|AHNAK:11:62201016_CCT5:5:10250033,1	62283375	10250033	40	ENST00000244934:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	AHNAK,0.6452_CCT5,1.0000|AHNAK,1.0000_CCT5,1.0000	0.6452	1	no	no	AHNAK__CCT5	1	52033342	InterChr	InterChr	0.0014	0.0014	0.0014	0.0014	0	1	1	tier3
LUAD	11	TCGA-55-6984-11A-01R-1949-07	SELENBP1	SEC63	1	1q	-1	6	6q	-1	8991	11231	2	57	37	1	YES	SELENBP1:1:151336781_SEC63:6:108214782,57	151336781	108214782	57	NA	NA	NA	SELENBP1,1.0000_SEC63,0.9828	1	0.9828	no	no	SELENBP1__SEC63	1	43121999	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	1	tier3
LUAD	11	TCGA-55-6984-11A-01R-1949-07	SLC34A2	ELK3	4	4p	1	12	12q	1	10568	2004	2	26	15	1	YES	SLC34A2:4:25680370_ELK3:12:96588323,26	25680370	96588323	26	ENST00000382051:NA_ENST00000552142:NA	primary-alternate	3UTR-5UTR	SLC34A2,1.0000_ELK3,1.0000	1	1	no	no	SLC34A2__ELK3	1	70907953	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	2	not evaluated
LUAD	11	TCGA-55-6984-11A-01R-1949-07	SPTBN1	ELK3	2	2p	1	12	12q	1	6711	2004	2	27	24	1	YES	SPTBN1:2:54896812_ELK3:12:96588323,27	54896812	96588323	27	ENST00000356805:NA_ENST00000552142:NA	primary-alternate	3UTR-5UTR	SPTBN1,1.0000_ELK3,1.0000	1	1	no	no	SPTBN1__ELK3	1	41691511	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	2	not evaluated
LUAD	11	TCGA-55-6984-11A-01R-1949-07	TIMP3	ERBB3	22	22q	1	12	12q	1	7078	2065	2	5	3	1	YES	TIMP3:22:33259030_ERBB3:12:56492035,5	33259030	56492035	5	ENST00000266085:NA_ENST00000549832:NA|ENST00000382049:NA_ENST00000549832:NA	primary-alternate	3UTR-5UTR	TIMP3,1.0000_ERBB3,0.0318	1	0.0318	no	no	TIMP3__ERBB3	2	23233005	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	1	tier3
LUAD	11	TCGA-55-6984-11A-01R-1949-07	COL6A1	STAT6	21	21q	1	12	12q	-1	1291	6778	2	7	3	2	YES	COL6A1:21:47424962_STAT6:12:57496773,6|COL6A1:21:47424964_STAT6:12:57496773,1	47424962	57496773	6	NA	NA	NA	COL6A1,1.0000_STAT6,0.0169|COL6A1,1.0000_STAT6,0.0028	1	0.0169	no	no	COL6A1__STAT6	1	10071811	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	2	not evaluated
LUAD	11	TCGA-55-6984-11A-01R-1949-07	AHNAK	STAT6	11	11q	-1	12	12q	-1	79026	6778	2	63	44	1	PARTIALLY	AHNAK:11:62283375_STAT6:12:57496773,63	62283375	57496773	63	NA	NA	NA	AHNAK,0.4315_STAT6,0.1525	0.4315	0.1525	no	no	AHNAK__STAT6	2	4786602	InterChr	InterChr	NA	NA	NA	NA	no seg file	1	2	not evaluated
LUAD	11	TCGA-55-6985-11A-01R-1949-07	TGM2	SIAE	20	20q	-1	11	11q	-1	7052	54414	2	6	4	1	YES	TGM2:20:36756863_SIAE:11:124543777,6	36756863	124543777	6	ENST00000361475:NA_ENST00000263593:NA	alternate-primary	3UTR-5UTR	TGM2,1.0000_SIAE,0.8571	1	0.8571	no	no	TGM2__SIAE	1	87786914	InterChr	InterChr	0.0039	0.0039	0.0026	0.0026	0	1	1	tier3
LUAD	11	TCGA-55-6986-11A-01R-1949-07	LMO7	STAT6	13	13q	1	12	12q	-1	4008	6778	2	76	60	3	YES	LMO7:13:76432811_STAT6:12:57496773,71|LMO7:13:76432808_STAT6:12:57496773,4|LMO7:13:76434004_STAT6:12:57496773,1	76432811	57496773	71	NA	NA	NA	LMO7,1.0000_STAT6,0.1446|LMO7,1.0000_STAT6,0.0094|LMO7,1.0000_STAT6,0.0024	1	0.1446	no	no	LMO7__STAT6	1	18936038	InterChr	InterChr	0.002	0.002	-0.0012	-0.0012	0	1	2	tier4
LUAD	11	TCGA-55-6986-11A-01R-1949-07	DUSP1	EIF2AK2	5	5q	-1	2	2p	-1	1843	5610	2	1	1	1	YES	DUSP1:5:172195093_EIF2AK2:2:37342384,1	172195093	37342384	1	NA	NA	NA	DUSP1,1.0000_EIF2AK2,0.0154	1	0.0154	no	no	DUSP1__EIF2AK2	1	134852709	InterChr	InterChr	1e-04	1e-04	0.0029	0.0029	0	1	1	tier3
LUSC	11	TCGA-22-5483-11A-11R-1820-07	CD74	CLCN3	5	5q	-1	4	4q	1	972	1182	2	1	1	1	YES	CD74:5:149781200_CLCN3:4:170623929,1	149781200	170623929	1	NA	NA	NA	CD74,1.0000_CLCN3,0.0175	1	0.0175	no	no	CD74__CLCN3	1	20842729	InterChr	InterChr	8e-04	8e-04	8e-04	8e-04	0	1	1	tier3
THCA	11	TCGA-BJ-A28R-11A-11R-A16R-07	GPX3	PIK3IP1	5	5q	1	22	22q	-1	NA	113791	2	37	10	1	YES	GPX3:5:150408548_PIK3IP1:22:31688520,37	150408548	31688520	37	ENST00000458211:NA_ENST00000416925:NA|ENST00000458211:NA_ENST00000441972:NA	alternate-alternate	3UTR-5UTR	GPX3,1.0000_PIK3IP1,1.0000	1	1	no	no	GPX3__PIK3IP1	1	118720028	InterChr	InterChr	-2e-04	-2e-04	-0.0019	-0.0019	0	1	1	tier3
THCA	11	TCGA-BJ-A28X-11A-11R-A22L-07	MEPCE	PAX5	7	7q	1	9	9p	-1	56257	5079	2	3	2	1	YES	MEPCE:7:100031740_PAX5:9:37034103,3	100031740	37034103	3	ENST00000414441:NA_ENST00000358127:NA|ENST00000425355:NA_ENST00000358127:NA	alternate-primary	3UTR-5UTR	MEPCE,1.0000_PAX5,1.0000	1	1	no	no	MEPCE__PAX5	1	62997637	InterChr	InterChr	-0.0013	-0.0013	-6e-04	-6e-04	0	1	1	tier3
THCA	11	TCGA-BJ-A28X-11A-11R-A22L-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	4	4	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,4	43699407	44249598	4	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0909_KIAA1267,0.2857	0.0909	0.2857	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.002	0.002	0.002	0.002	0	1	1	tier3
THCA	11	TCGA-BJ-A2N7-11A-11R-A18C-07	RAF1	AGGF1	3	3p	-1	5	5q	1	5894	55109	12	6	6	1	YES	RAF1:3:12645635_AGGF1:5:76342172,6	12645635	76342172	6	ENST00000251849:1-834_ENST00000312916:871-2145|ENST00000442415:1-834_ENST00000312916:871-2145|ENST00000534997:1-189_ENST00000312916:871-2145|ENST00000542177:1-591_ENST00000312916:871-2145	primary-primary	In-frame	RAF1,0.0311_AGGF1,0.0938	0.0311	0.0938	no	no	RAF1__AGGF1	2	63696537	InterChr	InterChr	0.0019	0.0019	0.001	0.001	0	1	1	tier1
THCA	11	TCGA-BJ-A2N8-11A-11R-A18C-07	RAF1	AGGF1	3	3p	-1	5	5q	1	5894	55109	15	7	6	1	YES	RAF1:3:12645635_AGGF1:5:76342172,7	12645635	76342172	7	ENST00000251849:1-834_ENST00000312916:871-2145|ENST00000442415:1-834_ENST00000312916:871-2145|ENST00000534997:1-189_ENST00000312916:871-2145|ENST00000542177:1-591_ENST00000312916:871-2145	primary-primary	In-frame	RAF1,0.0300_AGGF1,0.0673	0.03	0.0673	no	no	RAF1__AGGF1	2	63696537	InterChr	InterChr	3e-04	3e-04	8e-04	8e-04	0	1	1	tier1
